processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,secao,data_julgamento,data_publicacao,valor_indenizacao,tem_dano_moral,houve_majoracao,n_palavras_ementa,ementa
1031413-37.2025.8.26.0002,20282304,Apelação Cível,Overbooking,Castro Figliolia,São Paulo,12ª Câmara de Direito Privado,12,Direito Privado,16/03/2026,16/03/2026,3000.0,True,True,185,"APELAÇÃO – AÇÃO DE INDENIZAÇÃO POR DANOS MATERIAIS E MORAIS JULGADA PARCIALMENTE PROCEDENTE – TRANSPORTE AÉREO DE PASSAGEIROS – PASSAGEIRA IMPEDIDA DE EMBARCAR EM VOO INTERNARCIONAL EM RAZÃO DA DIVERGÊNCIA DO NOME CONSTANTE DA PASSAGEM COM O DE SEU PASSAPORTE – CULPA CONCORRENTE RECONHECIDA - CONDENAÇÃO DA RÉ NO PAGAMENTO DE METADE DA INDENIZAÇÃO POR DANOS MATERIAIS E MORAIS – recurso da autora – falha na prestação do serviço caracterizada – art. 8º da Resolução 400/16 da ANAC que determina a retificação da passagem até o momento do check-in – providência não adotada pela empresa aérea – direito à restituição do valor integral despendido para aquisição de nova passagem - dano moral que se patenteou - hipótese que não é de mero aborrecimento banal, mas de dano moral - quantum fixado pela magistrada de 1º grau (R$ 3.000,00) que deve ser majorado não para o valor pleiteado pela apelante, mas para R$ 5.000,00 (cinco mil reais) – valor adequado às circunstâncias do fato, proporcional ao dano e com observância ao caráter educativo-punitivo que compõe a indenização na hipótese – sentença reformada - recurso parcialmente provido."
2322673-06.2025.8.26.0000,20280680,Agravo de Instrumento,Compra e Venda,Daniela Cilento Morsello,Jundiaí,9ª Câmara de Direito Privado,9,Direito Privado,13/03/2026,13/03/2026,,False,False,83,"AGRAVO DE INSTRUMENTO. ADJUDICAÇÃO COMPULSÓRIA INVERSA. CUMPRIMENTO DE SENTENÇA. Decisão que manteve a exigência de prévio recolhimento do ITBI para efetivar a transferência do imóvel aos promitentes compradores. Irresignação dos exequentes. Acolhimento. Fato gerador do ITBI que somente ocorre após a efetiva transferência do bem por meio de registro em cartório. Descabida a exigência de prévia comprovação do recolhimento do tributo pelos promitentes vendedores. Aplicação do Tema nº1.124 do E. Supremo Tribunal Federal. Precedentes deste E. Tribunal de Justiça. Recurso provido, com determinação."
1012096-42.2024.8.26.0114,20271302,Apelação Cível,Evicção ou Vicio Redibitório,Carlos Dias Motta,Campinas,26ª Câmara de Direito Privado,26,Direito Privado,12/03/2026,12/03/2026,10000.0,False,False,169,"Ação indenizatória. Sentença de parcial procedência. Apelo das corrés. As apelantes venderam ferragens que deveriam suportar o peso de uma cama retrátil tamanho queen, mas que não suportaram, respondendo solidariamente com o marceneiro corréu pelos danos causados à apelada, nos termos da legislação consumerista. A indenização moral é devida pelo dispêndio de tempo excessivo na resolução do caso, situação que ultrapassa o campo do mero dissabor cotidiano, atraindo a incidência da teoria do desvio produtivo do consumidor. O valor fixado a título de danos morais (R$ 10.000,00), atendeu aos princípios da proporcionalidade e da razoabilidade, observada, ainda, a gravidade da conduta, a extensão do dano, a finalidade de desestímulo ao ofensor e a condição pessoal e econômica dos envolvidos. Não há falar em exclusão/redução da referida condenação, suficiente para compensar o dano experimentado pela apelada, ausente enriquecimento ilícito. Sentença mantida. Honorários recursais. Elevação em 2% da verba honorária advocatícia de sucumbência, totalizando 12% da condenação atualizada (art. 85, §§ 1º e 11, do CPC/15), não da causa. Apelação desprovida."
1006566-22.2019.8.26.0344,20269768,Apelação Cível,Acidente de Trânsito,Encinas Manfré,Marília,3ª Câmara de Direito Público,3,Direito Público,14/02/2026,12/03/2026,30000.0,True,True,338,"APELAÇÕES. RESPONSABILIDADE CIVIL. DANOS MORAL E ESTÉTICO, ALÉM DE PENSÃO VITALÍCIA. PROVIMENTO PARCIAL DOS RECURSOS.

I. CASO EM EXAME

Apelações contra a sentença pela qual procedentes os pedidos de reparação de danos moral e estético, bem ainda de pagamento de pensão vitalícia, haja vista acidente na rodovia administrada pela concessionária ré devido à presença de animal (equino) na pista.

II. QUESTÃO EM DISCUSSÃO 

As questões em discussão consistem na verificação acerca de: i) ilegitimidade passiva; ii) responsabilidade da ré pelos danos suportados pelo autor; iii) configuração dos danos moral e estético; iv) cabimento de pensão vitalícia; v) ser caso de adequação dos valores arbitrados na sentença.
 
III. RAZÕES DE DECIDIR

Rejeição da arguição preliminar da ré acerca de ilegitimidade passiva. 
Comprovação do nexo causal entre a falha na prestação do serviço público e os danos suportados pelo autor. 
Reponsabilidade civil objetiva. Danos moral e estético configurados. Autor que, em razão do acidente, padece atrofia e déficit de força muscular no membro superior esquerdo, apresenta dores e limitação parcial dos movimentos do ombro e do punho, além de cicatrizes. 
Por sinal, considera-se caso de majoração do valor da indenização por dano moral para R$ 30.000,00 e de redução do ""quantum"" fixado para reparação do dano estético para R$ 5.000,00.
Manutenção da pensão vitalícia, haja vista incapacidade parcial e permanente constatada mediante laudo decorrente de perícia. Porém, determinação para realização de nova perícia na fase de liquidação de sentença tão somente para verificação do nível dessa incapacidade. 

IV. DISPOSITIVO

Provimento parcial dos recursos.

V. LEGISLAÇÃO E JURISPRUDÊNCIA RELEVANTES CITADAS

Constituição Federal, artigo 37, § 6º.
STJ, Recurso especial 1.908.738/SP (tema 1.122), Rel. Min. Ricardo Villas Bôas Cueva, Corte Especial, j. 21 de agosto de 2024.
TJSP, Apelação 1003273-19.2014.8.26.0506, 1ª. Câm. de Direito Público, Rel. Des. Rubens Rihl, j. 18.2.2025; apelação 1007718-66.2019.8.26.0066, 3ª. Câm. de Direito Público, Rel. Des. Kleber Leyser de Aquino, j. 1º.12.2022; apelação 1001758-98.2019.8.26.0529, 3ª. Câm. de Direito Público, Rel. Des. Marrey Uint, j. 10.4.2022; apelação 1006756-59.2021.8.26.0038, 1ª. Câm. de Direito Público, Rel. Des. Magalhães Coelho, j. 18.11.2025."
1001475-11.2023.8.26.0602,20266097,Apelação Cível,Bancários,Mônica Soares Machado,Sorocaba,Núcleo 4.0-T. VIII (DP2),,,07/03/2026,11/03/2026,8000.0,True,False,605,"APELAÇÃO. DIREITO DO CONSUMIDOR. NULIDADE CONTRATUAL C/C REPETIÇÃO DE INDÉBITO EM DOBRO E INDENIZAÇÃO POR DANOS MORAIS . EMPRÉSTIMO CONSIGNADO. NEGATIVA DE CONTRATAÇÃO. SENTENÇA DE PARCIAL PROCEDÊNCIA. RECURSO PARCIALMENTE PROVIDO.
I. CASO EM EXAME: Apelação do banco contra sentença que julgou parcialmente procedente a demanda, declarando a inexistência do contrato de empréstimo consignado, condenando o apelante a restituir os valores descontados e ao pagamento de indenização por danos morais arbitrados em R$ 8.000,00, bem como impondo à autora o dever de depositar judicialmente o valor creditado em sua conta. O réu sustenta, em síntese, ausência de responsabilidade por se tratar de fraude cometida por terceiro, inexistência de dano moral , desproporcionalidade do valor fixado e necessidade de alteração do termo inicial dos juros de mora incidentes sobre a indenização por danos morais .
II. QUESTÃO EM DISCUSSÃO: 1. Saber se é possível reconhecer a validade do contrato impugnado, cuja assinatura foi reputada falsa pela perícia; 2. Se subsiste a condenação por danos morais e restituição simples dos valores descontados. 3. Se há razão para alteração do marco inicial dos juros de mora.
III. RAZÕES DE DECIDIR: Autora negou assinatura válida no contrato de empréstimo consignado – Laudo pericial grafotécnico conclusivo atestando que a assinatura aposta no contrato não partiu do punho da autora – Fraude devidamente caracterizada – Ausência, portanto, de autorização expressa e válida para a realização dos descontos, impondo-se a declaração de inexistência da relação jurídica – Era ônus do réu a comprovação iniludível de contratação idônea (Art. 373, II, do CPC) – Descumprimento – Contratação inválida – Ausência de prova estreme de dúvida da manifestação volitiva válida da parte autora – Falha na prestação do serviço – Responsabilidade objetiva da instituição financeira por fraudes praticadas no âmbito de suas operações – Súmula 479 do STJ e art. 14 do CDC – Inexigibilidade dos valores descontados – Necessária devolução dos valores – Dano moral caracterizado – Descontos indevidos incidentes sobre benefício previdenciário, verba de natureza alimentar – Reduções aptas a comprometer a subsistência da autora – Todavia, o valor fixado a título indenizatório na sentença revela-se excessivo diante das peculiaridades do caso concreto – Adequada a sua redução para R$ 5.000,00, em observância aos princípios da razoabilidade e da proporcionalidade – Valor em consonância com os parâmetros indenizatórios usualmente adotados por esta Corte em casos análogos – Mantida a restituição simples dos valores descontados – Mantido o termo inicial dos juros de mora incidentes sobre a indenização por danos morais , conforme fixado na sentença – Juros moratórios que, em tese, deveriam incidir a partir do evento danoso, nos termos da Súmula nº 54 do STJ – Impossibilidade, contudo, de reformatio in pejus – Mantida a fixação da citação como termo inicial.
IV. DISPOSITIVO E TESES: Recurso parcialmente provido, apenas para reduzir a indenização por danos morais para R$ 5.000,00, mantidos os demais termos da sentença.
Teses de julgamento: 1. A falsidade de assinatura em contrato bancário configura nulidade absoluta. 2. A instituição financeira responde objetivamente por fraude praticada por terceiro em operação bancária, por se tratar de fortuito interno. 3. Nulidade da contratação mantida, com restituição dos valores descontados indevidamente. 4. O desconto indevido em benefício previdenciário configura dano moral indenizável, por afetar verba alimentar essencial à subsistência.
Legislação Citada: CDC, Art. 14; Art. 6º, inc. VIII; CPC, Art. 373, II.
Jurisprudência Citada: STJ, Súmulas nºs 54 e 479.
TJSP; Apelação Cível 1002878-13.2022.8.26.0032; Rel. Léa Duarte; Núcleo de Justiça 4.0 em Segundo Grau Turma IV (Direito Privado 2); j: 28/02/2025; 
TJSP; Apelação Cível 1000983-26.2024.8.26.0071; Rel.: Ricardo Hoffmann; Núcleo de Justiça 4.0 em Segundo Grau – Turma IV (Direito Privado 2); j: 15/12/2025."
1015554-16.2022.8.26.0477,20265932,Apelação Cível,Troca ou Permuta,Coelho Mendes,Praia Grande,10ª Câmara de Direito Privado,10,Direito Privado,11/03/2026,11/03/2026,10000.0,False,False,98,"APELAÇÃO CÍVEL. COMPROMISSO DE PERMUTA DE IMÓVEL POR ÁREA CONSTRUÍDA. AÇÃO DE RESCISÃO CONTRATUAL CUMULADA COM INDENIZAÇÃO. Sentença de parcial procedência. Inconformismo da autora. Danos morais . Ocorrência. Situação excepcional que extrapola o mero inadimplemento contratual. Entrega de imóvel residencial da autora (pessoa idosa) para incorporação. Obras não iniciadas e decretação de falência da construtora. Interrupção do pagamento de aluguel social. Frustração da expectativa de moradia e risco à subsistência. Dever de indenizar reconhecido. Quantum indenizatório fixado em R$ 10.000,00 (dez mil reais), em observância aos princípios da razoabilidade e proporcionalidade. Sentença reformada neste ponto. 

RECURSO PARCIALMENTE PROVIDO."
0004404-38.2008.8.26.0609,20265621,Apelação Cível,Vícios de Construção,Alexandre Lazzarini,Taboão da Serra,9ª Câmara de Direito Privado,9,Direito Privado,11/03/2026,11/03/2026,,False,False,191,"DIREITO CIVIL. APELAÇÃO. CONTRATOS. VÍCIO CONSTRUÇÃO. RECURSO NÃO PROVIDO.
I. Caso em Exame 1. Ação visando a condenação da incorporadora a abater o valor dos reparos no imóvel e ao pagamento de danos materiais, morais e perdas e danos. Constatados defeitos no imóvel, a incorporadora não cumpriu os prazos para reparos, resultando em reforma pelos proprietários.
II. Questão em Discussão 2. A questão em discussão consiste em (i) responsabilidade da incorporadora por vícios construtivos e (ii) obrigação de reparação dos danos materiais e morais.
III. Razões de Decidir 3. A responsabilidade da incorporadora é objetiva, conforme art. 618 do Código Civil e art. 12 do Código de Defesa do Consumidor, respondendo solidariamente pelos vícios da construção. 4. A incorporadora não impugnou a existência dos vícios e não comprovou o reembolso dos reparos realizados pelos autores, devendo arcar com os custos.
IV. Dispositivo e Tese 5. Recurso desprovido.
Tese de julgamento: 1. A responsabilidade da incorporadora por vícios construtivos é objetiva e solidária. 2. A incorporadora deve arcar com os custos dos reparos e indenizar por danos morais .
Legislação Citada: Código Civil, art. 618; Código de Defesa do Consumidor, art. 12."
1003496-40.2025.8.26.0100,20262904,Apelação Cível,Tratamento médico-hospitalar,Gilberto Franceschini,São Paulo,Núcleo 4.0-T. III (DP1),,,11/03/2026,11/03/2026,10000.0,True,False,291,"DIREITO DO CONSUMIDOR. APELAÇÃO. PLANO DE SAÚDE. NEGATIVA DE COBERTURA EM UTI. CARÊNCIA CONTRATUAL. URGÊNCIA. SENTENÇA MANTIDA. RECURSO DA RÉ DESPROVIDO.

I. Caso em Exame
1. Recurso de apelação interposto pelo Centro Trasmontano de São Paulo contra sentença que julgou procedente ação de obrigação de fazer cumulada com indenização por danos morais , determinando a autorização e custeio de internação em UTI e condenando ao pagamento de R$ 10.000,00 por danos morais .

II. Questão em Discussão 
2. A questão em discussão consiste em (i) verificar a configuração de dano moral indenizável pela negativa de cobertura em situação de emergência e (ii) avaliar a razoabilidade do valor arbitrado para a indenização.

III. Razões de Decidir 
3. A negativa de cobertura em situação de urgência é abusiva, conforme art. 35-C da Lei nº 9.656/98 e Súmula nº 103 do TJSP. 
4. A negativa de cobertura em urgência configura dano moral , conforme jurisprudência do STJ.
5. Dano moral mantido em R$ 10.000,00.

IV. Dispositivo e Tese 
6. Recurso desprovido. 

Tese de julgamento: 1. Situação de urgência que afasta a cláusula de carência contratual. 2. A negativa de cobertura em situação de urgência é abusiva. 3. Recusa de cobertura de tratamento/procedimento em situação de urgência, pautada em cláusula contratual de carência, enseja reparação por danos morais .

Legislação Citada:
Lei nº 9.656/98, art. 35-C, art. 12, inciso V, alínea ""c"".

Jurisprudência Citada:
STJ, REsp n. 2.198.561/SE, Rel. Min. Daniela Teixeira, Terceira Turma, j. 23/6/2025.
TJSP, Apelação Cível 1029926-35.2024.8.26.0562, Rel. Mara Trippo Kimura; Órgão Julgador: Núcleo de Justiça 4.0 em Segundo Grau – Turma III (Direito Privado 1), j. 09/10/2025.
TJSP; Apelação Cível 1008932-13.2021.8.26.0005, Rel. Rosana Santiso; Órgão Julgador: Núcleo de Justiça 4.0 em Segundo Grau – Turma IV (Direito Privado 1), j. 12/02/2026."
1039408-32.2016.8.26.0224,20260749,Apelação Cível,Acidente de Trânsito,Alfredo Attié,Guarulhos,27ª Câmara de Direito Privado,27,Direito Privado,10/03/2026,10/03/2026,,False,False,186,"ACIDENTE DE TRÂNSITO. AÇÃO INDENIZATÓRIA COM RECONVENÇÃO. Sentença de parcial procedência do pedido principal e de improcedência do pedido reconvencional. Reforma parcial. Dinâmica do acidente comprovada pelas provas documental, pericial e oral. Autor que conduzia uma motocicleta e réu um veículo. Ambos passaram a discutir, por razões não esclarecidas. Autor que passou a conduzir em zigue-zague sua motocicleta. Veículo do réu que abalroou a traseira da motocicleta do autor, causando o acidente e os danos corporais devidamente descritos e comprovados pela prova pericial, inclusive as sequelas. Presume-se a responsabilidade do condutor do veículo que abalroa o veículo à frente, por não guardar distância mínima de segurança, apta a permitir a frenagem em tempo suficiente para evitar colisões. Culpa concorrente, todavia, demonstrada. Autor que passou a conduzir sua motocicleta de forma imprudente, em zigue-zague, e contribiu para o acidente. Partes que iniciaram discussão de trânsito desnecessária, acirrando ainda mais os ânimos. Indenizações reduzidas pela metade, nos termos do art. 945 do CC. Danos materiais, morais e estéticos devidamente comprovados. Indenizações que não comportam redução. Danos materiais do réu comprovados, acolhendo-se parcialmente o pedido reconvencional.
RECURSO PARCIALMENTE PROVIDO."
1045048-46.2024.8.26.0576,20261225,Apelação Cível,Tratamento médico-hospitalar,Gilberto Franceschini,São José do Rio Preto,Núcleo 4.0-T. III (DP1),,,10/03/2026,10/03/2026,3000.0,True,False,275,"DIREITO DO CONSUMIDOR. APELAÇÃO. OBRIGAÇÃO DE FAZER C.C. INDENIZAÇÃO POR DANOS MORAIS . SUSPENSÃO DO PLANO POR INADIMPLÊNCIA. RECURSO DA RÉ PARCIALMENTE PROVIDO.

I. Caso em Exame
1. Recurso de apelação interposto por Austaclínicas Assistência Médica Hospitalar Ltda. contra sentença que julgou parcialmente procedentes os pedidos de obrigação de fazer e indenização por danos morais , propostos por Gabriela Branco de Azevedo Batista, devido à interrupção de atendimento médico por suposta inadimplência.

II. Questão em Discussão
2. A questão em discussão consiste em verificar: (i) a responsabilidade da operadora pelos fatos, considerando a gestão financeira pela ACIRP; (ii) a legalidade da suspensão e recusa/interrupção do atendimento; (iii) a configuração do dano moral ; e (iv) a adequação do quantum indenizatório.

III. Razões de Decidir
3. A operadora é responsável solidariamente pela negativa de atendimento, conforme o Código de Defesa do Consumidor e a Súmula 608 do STJ.
4. A interrupção do atendimento sem notificação prévia viola o dever de informação e a boa-fé objetiva, configurando falha na prestação do serviço, ensejando a reparação por danos morais .

IV. Dispositivo e Tese
5. Dá-se parcial provimento ao recurso para reduzir a indenização por danos morais para R$ 3.000,00, mantendo-se a sentença nos demais termos.

Tese de julgamento: 1. A operadora é solidariamente responsável pela negativa de atendimento. 2. A interrupção do atendimento sem notificação prévia configura falha na prestação do serviço.

Legislação Citada:
Código de Defesa do Consumidor, art. 7º, parágrafo único; art. 14.
Lei nº 9.656/1998, art. 13, parágrafo único, inciso II.

Jurisprudência Citada:
STJ, AgRg no AI 598700/SP, 3ª Turma, Rel. Min. Antônio de Pádua Ribeiro, j. 08.03.2005.
STJ, Súmula 326.
STJ, Tema 1.059."
1007086-10.2024.8.26.0084,20259686,Apelação Cível,Bancários,Ricardo Hoffmann,Campinas,Núcleo 4.0-T. IV (DP2),,,10/03/2026,10/03/2026,20000.0,True,False,721,"DIREITO DO CONSUMIDOR E PROCESSUAL CIVIL. APELAÇÕES CÍVEIS. EMPRÉSTIMO CONSIGNADO FRAUDULENTO. DESERÇÃO. NÃO CONHECIMENTO DE RECURSO. RESPONSABILIDADE OBJETIVA. DESCONTOS INDEVIDOS EM BENEFÍCIO PREVIDENCIÁRIO. DANO MORAL IN RE IPSA. TERMO INICIAL DOS JUROS. HONORÁRIOS POR EQUIDADE. RECURSO DE UMA DAS RÉS NÃO CONHECIDO. RECURSO DO AUTOR PARCIALMENTE PROVIDO.
I. Caso em exame
1. Apelações cíveis interpostas por Tadeu José de Oliveira e por FACTA Financeira S/A contra sentença que julgou parcialmente procedente a ação declaratória de inexistência de relação jurídica cumulada com repetição de indébito, para declarar inexistente o contrato de empréstimo consignado firmado em nome do autor junto à FACTA, determinar a restituição em dobro dos valores descontados de seu benefício previdenciário e julgar improcedente o pedido em face do Banco Daycoval S/A. O autor pretende a condenação do Banco Daycoval, a fixação de indenização por danos morais em R$ 20.000,00 e a incidência de juros moratórios desde o evento danoso. A corré FACTA sustenta a validade da contratação e, subsidiariamente, requer restituição simples e compensação de valores.
II. Questão em discussão
2. Há quatro questões em discussão: (i) definir se o recurso da corré FACTA Financeira S/A preenche os pressupostos de admissibilidade; (ii) estabelecer se o Banco Daycoval S/A responde pelos danos decorrentes da fraude; (iii) determinar o cabimento e o valor da indenização por danos morais ; e (iv) fixar o termo inicial dos juros moratórios e o critério de arbitramento dos honorários advocatícios.
III. Razões de decidir
3. O não recolhimento integral do preparo recursal, mesmo após intimação para complementação, configura deserção e impede o conhecimento do recurso, nos termos dos arts. 932, III, e 1.007, §4º, do CPC.
4. A relação entre as partes é de consumo, aplicando-se o Código de Defesa do Consumidor às instituições financeiras, conforme Súmula 297 do STJ.
5. A responsabilidade objetiva por fortuito interno recai sobre a instituição que celebrou o contrato fraudulento, nos termos do art. 14 do CDC e da Súmula 479 do STJ.
6. Não há prova de vínculo contratual vicioso entre o autor e o Banco Daycoval S/A, nem de participação da instituição nos descontos realizados, tendo seu nome sido utilizado apenas como fachada pelos fraudadores, o que afasta sua responsabilização.
7. O desconto indevido em benefício previdenciário, verba de natureza alimentar, configura dano moral in re ipsa, pois ultrapassa o mero aborrecimento e gera constrangimento e desvio do tempo produtivo do consumidor.
8. A indenização por dano moral deve observar os princípios da razoabilidade e proporcionalidade, evitando enriquecimento sem causa e assegurando caráter compensatório e pedagógico, sendo adequado o arbitramento em R$ 5.000,00 conforme parâmetros adotados pela Turma Julgadora.
9. Tratando-se de ilícito extracontratual, os juros moratórios sobre a repetição do indébito incidem desde cada desconto indevido, nos termos do art. 398 do CC e da Súmula 54 do STJ.
10. Quando o proveito econômico se revela irrisório diante do trabalho desenvolvido, admite-se a fixação de honorários por equidade, nos termos do art. 85, §§2º e 8º, do CPC, não vinculando o juiz à tabela da OAB, fixando-se a verba em R$ 3.000,00.
IV. Dispositivo e tese
11. Recurso de FACTA Financeira S/A não conhecido. Recurso do autor parcialmente provido.
Tese de julgamento: ""1. O não recolhimento integral do preparo recursal, mesmo após intimação, enseja a deserção e o não conhecimento do recurso. 2. A instituição financeira que celebra contrato fraudulento responde objetivamente pelos danos decorrentes de fortuito interno. 3. A utilização indevida do nome de instituição financeira por fraudadores, sem demonstração de vínculo contratual ou participação nos fatos, afasta sua responsabilidade civil. 4. O desconto indevido em benefício previdenciário configura dano moral presumido. 5. Em caso de ilícito extracontratual, os juros moratórios incidem desde o evento danoso. 6. É cabível a fixação de honorários advocatícios por equidade quando o proveito econômico se mostrar irrisório ou inadequado à remuneração digna do patrono.
Dispositivos relevantes citados: CPC, arts. 85, §§2º e 8º, 488, 932, III, e 1.007, §4º e 1.025; CC, arts. 398 e 406; CDC, art. 14; Lei nº 14.365/2022, art. 85, §8º-A; CF/1988, art. 5º, X.
Jurisprudência relevante citada: STJ, Súmulas 54, 297, 326 e 479; STJ, AgInt no AREsp 566.793/SP, Rel. Min. Maria Isabel Gallotti; STJ, EREsp 1.413.542/RS, Rel. Min. Herman Benjamin, Corte Especial, j. 21.10.2020; STJ, AgInt no AREsp 2.610.440/DF, Rel. Min. Benedito Gonçalves, j. 31.03.2025; TJSP, Apelação Cível 1006556-45.2022.8.26.0320, Rel. Des. Léa Duarte."
1017786-60.2025.8.26.0003,20257252,Apelação Cível,Bancários,Swarai Cervone de Oliveira,São Paulo,Núcleo 4.0-T. VI (DP2),,,10/03/2026,10/03/2026,,True,False,149,"DIREITO DO CONSUMIDOR. APELAÇÃO. INEXIGIBILIDADE DE DÉBITO E INDENIZAÇÃO POR DANOS MATERIAIS E MORAIS. PARCIAL PROVIMENTO. 1. Ação declaratória de inexigibilidade de débito cumulada com indenizatória por danos materiais e morais, decorrente de falha na prestação de serviços bancários após furto de celular. Sentença de primeiro grau declarou inexigíveis os empréstimos e determinou restituição de valores descontados, com abatimento de saldo remanescente. Danos morais inicialmente julgados improcedentes. 2. A questão em discussão envolve: (i) a validade das contratações de empréstimos e transferências via PIX após furto do celular; (ii) o dever de indenizar por danos materiais e morais. 3. Aplica-se ao caso o Código de Defesa do Consumidor, havendo responsabilidade objetiva do banco por falha na segurança das operações. 4. Reconhece-se, além do dano material descrito na sentença, a ocorrência dano moral pelo desvio produtivo causado ao autor. 5. Recurso do réu desprovido e recurso do autor parcialmente provido."
1003924-42.2023.8.26.0407,20250272,Apelação Cível,Vícios de Construção,Jane Franco Martins,Osvaldo Cruz,2ª Câmara de Direito Privado,2,Direito Privado,09/03/2026,09/03/2026,10000.0,True,True,714,"DIREITO CIVIL E DO CONSUMIDOR. APELAÇÃO CÍVEL. VÍCIOS CONSTRUTIVOS. RESPONSABILIDADE DA CONSTRUTORA. DANO MATERIAL E MORAL. RECURSO DA RÉ DESPROVIDO E RECURSO DOS AUTORES PROVIDO, COM AJUSTE DE OFÍCIO. 


I. Caso em exame 
Cuidam-se de apelações interpostas por ambas as partes contra sentença que julgou parcialmente procedente ação de indenização por vícios construtivos. A decisão inicial condenou a construtora ao pagamento de danos materiais, excluindo o BDI (Benefícios e Despesas Indiretas), e afastou o pedido de danos morais . Os autores-apelantes buscam a inclusão do BDI, a condenação por danos morais e a majoração dos honorários. A ré-apelante argui nulidade por cerceamento de defesa, falta de interesse de agir em razão de termo de quitação, e, no mérito, a ausência de responsabilidade e a incorreção dos consectários legais.


II. Questão em discussão 
2. Há seis questões em discussão: (i) saber se a não produção de prova emprestada e a ausência de prazo para alegações finais configuram cerceamento de defesa; (ii) saber se o termo de quitação assinado na entrega do imóvel obsta a reclamação por vícios; (iii) saber se a indenização por danos materiais deve abranger o percentual relativo ao BDI; (iv) saber se os vícios construtivos que frustram a expectativa da casa própria geram dano moral indenizável; (v) saber como devem ser aplicados os juros de mora e a correção monetária após a vigência da Lei nº 14.905/2024; e (vi) saber como devem ser redistribuídos os ônus da sucumbência em face da reforma da sentença.


III. Razões de decidir 
3. As preliminares de nulidade por cerceamento de defesa são rejeitadas. O juiz é o destinatário final da prova (art. 370, CPC), e o laudo pericial produzido mostrou-se suficiente para o deslinde da controvérsia, tornando diligências adicionais protelatórias. A ausência de prazo para alegações finais não gerou prejuízo concreto à defesa, pois o debate técnico foi exaurido. 4. O termo de quitação assinado na entrega do imóvel não afasta o interesse de agir quanto aos vícios, que se manifestam com o tempo e não são perceptíveis em vistoria sumária, sendo aplicável o prazo prescricional decenal do art. 205 do Código Civil. 5. A responsabilidade da construtora é manifesta, pois o laudo pericial concluiu que os vícios são endógenos (originados na construção), configurando violação ao dever de informação e à boa-fé objetiva (art. 30, CDC; art. 422, Código Civil), ao entregar produto diverso do ofertado. 6. O BDI (Benefícios e Despesas Indiretas) deve integrar a condenação por danos materiais, pois não constitui mero lucro, mas um componente técnico indispensável que cobre custos indiretos do reparo, assegurando a reparação integral do dano. 7. A frustração, a insegurança e o abalo à tranquilidade decorrentes da descoberta de múltiplos vícios construtivos na casa própria ultrapassam o mero dissabor e configuram dano moral , arbitrado em R$ 10.000,00, valor considerado razoável e proporcional. 8. Os consectários legais são ajustados de ofício para adequação à Lei nº 14.905/2024, em observância ao princípio tempo rege o ato (""tempus regit actum""). A correção monetária e os juros de mora são calculados de forma escalonada, aplicando-se a Tabela Prática do TJSP e juros de 1% ao mês até 29/08/2024, e, a partir de 30/08/2024, o IPCA para correção e a taxa SELIC para juros, com a devida dedução.

IV. Dispositivo e tese 9. SENTENÇA REFORMADA. NEGA-SE PROVIMENTO AO RECURSO DA RÉ, DÁ-SE PROVIMENTO AO RECURSO DOS AUTORES E, DE OFÍCIO, AJUSTAM-SE OS CONSECTÁRIOS LEGAIS. 

Tese de julgamento: 1. O termo de quitação outorgado no recebimento do imóvel não impede o consumidor de reclamar por vícios construtivos, que se manifestam durante o uso e o tempo, aplicando-se o prazo prescricional decenal. 2. O BDI (Benefícios e Despesas Indiretas) compõe a indenização por danos materiais decorrentes de vícios construtivos, por ser indispensável à reparação integral do prejuízo. 3. A frustração da legítima expectativa de segurança e habitabilidade da casa própria, em razão de múltiplos vícios de construção, configura dano moral indenizável. 4. Os consectários legais da condenação devem ser adequados de ofício para refletir a legislação vigente ao tempo do pagamento, aplicando-se as alterações da Lei nº 14.905/2024 a partir de sua vigência, em respeito ao princípio tempo rege o ato (""tempus regit actum"").


SENTENÇA REFORMADA. NEGA-SE PROVIMENTO AO RECURSO DA RÉ, DÁ-SE PROVIMENTO AO RECURSO DOS AUTORES E, DE OFÍCIO, AJUSTAM-SE OS CONSECTÁRIOS LEGAIS."
1016017-51.2024.8.26.0100,20248818,Apelação Cível,Cancelamento de vôo,José Wagner de Oliveira Melatto Peixoto,São Paulo,37ª Câmara de Direito Privado,37,Direito Privado,06/03/2026,06/03/2026,,True,True,106,"DIREITO DO CONSUMIDOR – CONTRATOS DE CONSUMO - TRANSPORTE AÉREO INTERNACIONAL – Ação de indenização por danos materiais e morais – À falta de recurso da parte ré restou acobertada pela coisa julgada a decisão que determinou a indenização por danos materiais e morais - Controvérsia recursal: valor da indenização por dano moral e honorários – Valor majorado em consonância com o evento danoso (cancelamento com realocação 2 dias após) – Pleito de fixação de verba honorária referente à ""sucumbência recursal"" – Não cabimento – Hipóteses do NCPC, art. 85, §11, não configuradas – Precedentes do C. STJ - Sentença parcialmente modificada – Recurso parcialmente provido."
